Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0085	2.0119	force:pressure::acceleration:speed	force:pressure	None	None	1	None	3	None	0	0	0	1	0	0
5.7633	2.0071	force:pressure::acceleration:speed	None	acceleration:speed	1	None	1	None	3	0	0	0	0	1	0
8.5119	0.7634	force:pressure::acceleration:speed	force:pressure	acceleration:speed	1	1	1	3	3	['a']	a	1	0	0	1
10.2919	2.0119	tragedy:tears::exercise:fitness	tragedy:tears	None	None	3	None	7	None	0	0	0	1	0	0
15.4036	2.0177	tragedy:tears::exercise:fitness	None	exercise:fitness	1	None	3	None	7	0	0	0	0	1	0
18.0147	0.8441	tragedy:tears::exercise:fitness	tragedy:tears	exercise:fitness	1	3	3	7	7	['a']	a	1	0	0	1
19.8747	2.0129	house:tent::book:magazine	house:tent	None	None	1	None	2	None	0	0	0	1	0	0
22.7732	2.0139	house:tent::book:magazine	None	book:magazine	1	None	1	None	2	0	0	0	0	1	0
25.7679	1.1322	house:tent::book:magazine	house:tent	book:magazine	1	1	1	2	2	['l']	l	2	0	0	1
27.9080	2.0133	forward:backward::north:south	forward:backward	None	None	2	None	5	None	0	0	0	1	0	0
30.4765	2.0115	forward:backward::north:south	None	north:south	1	None	2	None	5	0	0	0	0	1	0
33.1331	0.6291	forward:backward::north:south	forward:backward	north:south	1	2	2	5	5	['a']	a	1	0	0	1
34.7756	2.0122	explosion:damage::fun:boring	explosion:damage	None	None	3	None	7	None	0	0	0	1	0	0
37.8667	2.0040	explosion:damage::fun:boring	None	fun:boring	0	None	2	None	6	0	0	0	0	1	0
40.4754	1.1322	explosion:damage::fun:boring	explosion:damage	fun:boring	0	3	2	7	6	['l']	l	1	0	0	1
42.6264	2.0122	repetition:boredom::good:wrong	repetition:boredom	None	None	3	None	7	None	0	0	0	1	0	0
46.2079	2.0134	repetition:boredom::good:wrong	None	good:wrong	0	None	2	None	6	0	0	0	0	1	0
48.9404	0.6506	repetition:boredom::good:wrong	repetition:boredom	good:wrong	0	3	2	7	6	['a']	a	2	0	0	1
50.6094	2.0125	sleep:rest::bright:dark	sleep:rest	None	None	3	None	9	None	0	0	0	1	0	0
54.1243	2.0146	sleep:rest::bright:dark	None	bright:dark	0	None	2	None	4	0	0	0	0	1	0
56.7148	1.2917	sleep:rest::bright:dark	sleep:rest	bright:dark	0	3	2	9	4	['a']	a	2	0	0	1
59.0266	2.0115	interior:exterior::below:above	interior:exterior	None	None	2	None	5	None	0	0	0	1	0	0
61.7130	2.0093	interior:exterior::below:above	None	below:above	1	None	2	None	5	0	0	0	0	1	0
64.3389	0.5097	interior:exterior::below:above	interior:exterior	below:above	1	2	2	5	5	['a']	a	1	0	0	1
65.8598	2.0126	sickness:medicate::raise:elevate	sickness:medicate	None	None	3	None	8	None	0	0	0	1	0	0
68.7924	2.0134	sickness:medicate::raise:elevate	None	raise:elevate	0	None	1	None	1	0	0	0	0	1	0
71.7357	0.4943	sickness:medicate::raise:elevate	sickness:medicate	raise:elevate	0	3	1	8	1	['a']	a	2	0	0	1
73.2434	2.0124	fright:scream::loneliness:socialize	fright:scream	None	None	3	None	8	None	0	0	0	1	0	0
76.1033	2.0026	fright:scream::loneliness:socialize	None	loneliness:socialize	1	None	3	None	8	0	0	0	0	1	0
79.1048	0.5945	fright:scream::loneliness:socialize	fright:scream	loneliness:socialize	1	3	3	8	8	['l']	a	1	0	0	1
80.7128	2.0095	wagon:trailer::picture:drawing	wagon:trailer	None	None	1	None	2	None	0	0	0	1	0	0
83.9524	2.0038	wagon:trailer::picture:drawing	None	picture:drawing	1	None	1	None	2	0	0	0	0	1	0
86.5078	0.6828	wagon:trailer::picture:drawing	wagon:trailer	picture:drawing	1	1	1	2	2	['l']	a	1	0	0	1
88.2101	2.0125	make:manufacture::obey:protest	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0
91.2713	2.0182	make:manufacture::obey:protest	None	obey:protest	0	None	2	None	6	0	0	0	0	1	0
94.3096	0.5424	make:manufacture::obey:protest	make:manufacture	obey:protest	0	1	2	1	6	['l']	l	1	0	0	1
95.8601	2.0135	thirst:drink::happiness:smile	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0
98.6283	2.0116	thirst:drink::happiness:smile	None	happiness:smile	1	None	3	None	8	0	0	0	0	1	0
101.5499	0.5063	thirst:drink::happiness:smile	thirst:drink	happiness:smile	1	3	3	8	8	['a']	a	1	0	0	1
103.0771	2.0129	big:small::difficult:easy	big:small	None	None	2	None	4	None	0	0	0	1	0	0
105.6510	2.0052	big:small::difficult:easy	None	difficult:easy	1	None	2	None	4	0	0	0	0	1	0
108.7455	0.7160	big:small::difficult:easy	big:small	difficult:easy	1	2	2	4	4	['l']	a	1	0	0	1
110.4780	2.0120	death:population::start:finish	death:population	None	None	1	None	3	None	0	0	0	1	0	0
113.2406	2.0164	death:population::start:finish	None	start:finish	0	None	2	None	5	0	0	0	0	1	0
115.8961	2.8227	death:population::start:finish	death:population	start:finish	0	1	2	3	5	['l']	a	2	0	0	1
119.7274	2.0133	raise:salary::shorten:distance	raise:salary	None	None	1	None	3	None	0	0	0	1	0	0
122.2833	2.0078	raise:salary::shorten:distance	None	shorten:distance	1	None	1	None	3	0	0	0	0	1	0
124.9349	0.6894	raise:salary::shorten:distance	raise:salary	shorten:distance	1	1	1	3	3	['a']	a	1	0	0	1
126.6446	2.0133	ahead:behind::bath:cleanliness	ahead:behind	None	None	2	None	5	None	0	0	0	1	0	0
129.3999	2.0071	ahead:behind::bath:cleanliness	None	bath:cleanliness	0	None	3	None	7	0	0	0	0	1	0
132.1341	0.6243	ahead:behind::bath:cleanliness	ahead:behind	bath:cleanliness	0	2	3	5	7	['l']	l	1	0	0	1
133.7787	2.0125	ignite:burn::speed:movement	ignite:burn	None	None	3	None	9	None	0	0	0	1	0	0
137.4020	2.0057	ignite:burn::speed:movement	None	speed:movement	0	None	1	None	3	0	0	0	0	1	0
139.9818	1.9532	ignite:burn::speed:movement	ignite:burn	speed:movement	0	3	1	9	3	['a']	a	2	0	0	1
142.9456	2.0119	germs:sickness::illness:discomfort	germs:sickness	None	None	3	None	7	None	0	0	0	1	0	0
145.5671	2.0072	germs:sickness::illness:discomfort	None	illness:discomfort	1	None	3	None	7	0	0	0	0	1	0
149.7125	1.0969	germs:sickness::illness:discomfort	germs:sickness	illness:discomfort	1	3	3	7	7	['l']	l	2	0	0	1
151.8280	2.0131	fat:thin::dirty:bathe	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0
154.4279	2.0134	fat:thin::dirty:bathe	None	dirty:bathe	0	None	3	None	8	0	0	0	0	1	0
157.3452	0.5213	fat:thin::dirty:bathe	fat:thin	dirty:bathe	0	2	3	4	8	['a']	a	2	0	0	1
158.8797	2.0122	pillow:cushion::pretty:ugly	pillow:cushion	None	None	1	None	2	None	0	0	0	1	0	0
161.4127	2.0124	pillow:cushion::pretty:ugly	None	pretty:ugly	0	None	2	None	4	0	0	0	0	1	0
164.1526	0.8474	pillow:cushion::pretty:ugly	pillow:cushion	pretty:ugly	0	1	2	2	4	['l']	l	1	0	0	1
166.0130	2.0120	exercise:healthy::breathe:live	exercise:healthy	None	None	3	None	9	None	0	0	0	1	0	0
168.9780	2.0140	exercise:healthy::breathe:live	None	breathe:live	1	None	3	None	9	0	0	0	0	1	0
173.6913	0.6961	exercise:healthy::breathe:live	exercise:healthy	breathe:live	1	3	3	9	9	['l']	l	2	0	0	1
175.3963	2.0131	sadness:cry::table:desk	sadness:cry	None	None	3	None	8	None	0	0	0	1	0	0
179.5306	2.0116	sadness:cry::table:desk	None	table:desk	0	None	1	None	2	0	0	0	0	1	0
182.3455	3.9134	sadness:cry::table:desk	sadness:cry	table:desk	0	3	1	8	2	['l']	l	1	0	0	1
187.2808	2.0119	just:unfair::injury:pain	just:unfair	None	None	2	None	6	None	0	0	0	1	0	0
190.0793	2.0136	just:unfair::injury:pain	None	injury:pain	0	None	3	None	7	0	0	0	0	1	0
192.7997	1.0023	just:unfair::injury:pain	just:unfair	injury:pain	0	2	3	6	7	['a']	a	2	0	0	1
194.8134	2.0123	fast:slow::heat:sweat	fast:slow	None	None	2	None	4	None	0	0	0	1	0	0
197.5840	2.0090	fast:slow::heat:sweat	None	heat:sweat	0	None	3	None	8	0	0	0	0	1	0
200.5898	0.8320	fast:slow::heat:sweat	fast:slow	heat:sweat	0	2	3	4	8	['l']	l	1	0	0	1
202.4308	2.0127	loud:discreet::majority:small	loud:discreet	None	None	2	None	6	None	0	0	0	1	0	0
205.2207	2.0057	loud:discreet::majority:small	None	majority:small	1	None	2	None	6	0	0	0	0	1	0
209.2142	1.0846	loud:discreet::majority:small	loud:discreet	majority:small	1	2	2	6	6	['a']	l	2	0	0	1
211.3136	2.0127	option:choice::careful:cautious	option:choice	None	None	1	None	1	None	0	0	0	1	0	0
214.5947	2.0153	option:choice::careful:cautious	None	careful:cautious	1	None	1	None	1	0	0	0	0	1	0
217.1359	0.6633	option:choice::careful:cautious	option:choice	careful:cautious	1	1	1	1	1	['a']	a	1	0	0	1
218.8146	2.0125	ladder:stairs::bathe:clean	ladder:stairs	None	None	1	None	2	None	0	0	0	1	0	0
221.7797	2.0141	ladder:stairs::bathe:clean	None	bathe:clean	0	None	3	None	9	0	0	0	0	1	0
224.5926	1.4139	ladder:stairs::bathe:clean	ladder:stairs	bathe:clean	0	1	3	2	9	['a']	a	2	0	0	1
227.0149	2.0122	smiling:sad::high:down	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0
229.5743	2.0029	smiling:sad::high:down	None	high:down	1	None	2	None	6	0	0	0	0	1	0
232.3121	2.6196	smiling:sad::high:down	smiling:sad	high:down	1	2	2	6	6	['a']	l	2	0	0	1
235.9475	2.0129	couch:sofa::kid:child	couch:sofa	None	None	1	None	1	None	0	0	0	1	0	0
238.7061	2.0044	couch:sofa::kid:child	None	kid:child	1	None	1	None	1	0	0	0	0	1	0
241.2666	0.6264	couch:sofa::kid:child	couch:sofa	kid:child	1	1	1	1	1	['l']	l	2	0	0	1
242.9153	2.0127	old:young::rich:poor	old:young	None	None	2	None	4	None	0	0	0	1	0	0
245.6504	2.0112	old:young::rich:poor	None	rich:poor	1	None	2	None	4	0	0	0	0	1	0
249.1486	0.6619	old:young::rich:poor	old:young	rich:poor	1	2	2	4	4	['l']	l	2	0	0	1
250.8319	2.0123	spin:twirl::bright:dull	spin:twirl	None	None	1	None	1	None	0	0	0	1	0	0
253.3710	2.0070	spin:twirl::bright:dull	None	bright:dull	0	None	2	None	6	0	0	0	0	1	0
256.0793	1.3946	spin:twirl::bright:dull	spin:twirl	bright:dull	0	1	2	1	6	['a']	a	2	0	0	1
258.4824	2.0127	right:bad::advertise:promote	right:bad	None	None	2	None	6	None	0	0	0	1	0	0
262.0740	2.0045	right:bad::advertise:promote	None	advertise:promote	0	None	3	None	9	0	0	0	0	1	0
264.9530	0.6332	right:bad::advertise:promote	right:bad	advertise:promote	0	2	3	6	9	['a']	a	2	0	0	1
266.5992	2.0129	top:bottom::pants:trousers	top:bottom	None	None	2	None	5	None	0	0	0	1	0	0
269.6947	2.0170	top:bottom::pants:trousers	None	pants:trousers	0	None	1	None	1	0	0	0	0	1	0
272.2670	0.7705	top:bottom::pants:trousers	top:bottom	pants:trousers	0	2	1	5	1	['a']	a	2	0	0	1
274.0490	2.0127	flee:escape::read:learn	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0
276.6374	2.0086	flee:escape::read:learn	None	read:learn	1	None	3	None	9	0	0	0	0	1	0
279.5523	0.5525	flee:escape::read:learn	flee:escape	read:learn	1	3	3	9	9	['a']	a	1	0	0	1
281.1164	2.0119	inflation:price::hunger:eat	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0
284.1855	2.0100	inflation:price::hunger:eat	None	hunger:eat	0	None	3	None	8	0	0	0	0	1	0
288.1103	0.9901	inflation:price::hunger:eat	inflation:price	hunger:eat	0	1	3	3	8	['a']	l	1	0	0	1
