Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0168	2.0094	shorten:distance::force:pressure	shorten:distance	None	None	1	None	3	None	0	0	0	1	0	0
6.1569	2.0039	shorten:distance::force:pressure	None	force:pressure	1	None	1	None	3	0	0	0	0	1	0
8.8573	0.5596	shorten:distance::force:pressure	shorten:distance	force:pressure	1	1	1	3	3	['a']	a	1	0	0	1
10.4353	2.0009	speed:movement::fat:thin	speed:movement	None	None	1	None	3	None	0	0	0	1	0	0
12.9990	2.0002	speed:movement::fat:thin	None	fat:thin	0	None	2	None	4	0	0	0	0	1	0
16.5646	0.6833	speed:movement::fat:thin	speed:movement	fat:thin	0	1	2	3	4	['l']	l	1	0	0	1
18.2704	2.0109	bright:dark::cute:adorable	bright:dark	None	None	2	None	4	None	0	0	0	1	0	0
21.1166	2.0064	bright:dark::cute:adorable	None	cute:adorable	0	None	1	None	1	0	0	0	0	1	0
24.1641	1.0020	bright:dark::cute:adorable	bright:dark	cute:adorable	0	2	1	4	1	['a']	a	2	0	0	1
26.1876	2.0150	hunger:eat::dirtiness:bathe	hunger:eat	None	None	3	None	8	None	0	0	0	1	0	0
28.9389	2.0143	hunger:eat::dirtiness:bathe	None	dirtiness:bathe	1	None	3	None	8	0	0	0	0	1	0
31.5203	0.7171	hunger:eat::dirtiness:bathe	hunger:eat	dirtiness:bathe	1	3	3	8	8	['a']	a	1	0	0	1
33.2555	2.0149	teach:instruct::germs:sickness	teach:instruct	None	None	1	None	1	None	0	0	0	1	0	0
36.4139	2.0131	teach:instruct::germs:sickness	None	germs:sickness	0	None	3	None	7	0	0	0	0	1	0
39.0081	0.7451	teach:instruct::germs:sickness	teach:instruct	germs:sickness	0	1	3	1	7	['a']	l	1	0	0	1
40.7728	2.0155	left:right::tragedy:tears	left:right	None	None	2	None	5	None	0	0	0	1	0	0
44.0463	2.0080	left:right::tragedy:tears	None	tragedy:tears	0	None	3	None	7	0	0	0	0	1	0
46.8691	0.6724	left:right::tragedy:tears	left:right	tragedy:tears	0	2	3	5	7	['l']	l	1	0	0	1
48.5704	2.0005	under:over::drink:hydrate	under:over	None	None	2	None	5	None	0	0	0	1	0	0
51.7132	2.0027	under:over::drink:hydrate	None	drink:hydrate	0	None	3	None	9	0	0	0	0	1	0
54.2510	0.9223	under:over::drink:hydrate	under:over	drink:hydrate	0	2	3	5	9	['l']	l	1	0	0	1
56.1956	2.0146	obey:protest::right:bad	obey:protest	None	None	2	None	6	None	0	0	0	1	0	0
58.7416	1.9933	obey:protest::right:bad	None	right:bad	1	None	2	None	6	0	0	0	0	1	0
61.5520	0.5798	obey:protest::right:bad	obey:protest	right:bad	1	2	2	6	6	['a']	a	1	0	0	1
63.1519	2.0047	pretty:ugly::good:bad	pretty:ugly	None	None	2	None	4	None	0	0	0	1	0	0
66.0551	2.0008	pretty:ugly::good:bad	None	good:bad	1	None	2	None	4	0	0	0	0	1	0
68.6380	0.7008	pretty:ugly::good:bad	pretty:ugly	good:bad	1	2	2	4	4	['l']	l	2	0	0	1
70.3723	1.9985	dirty:bathe::thirst:drink	dirty:bathe	None	None	3	None	8	None	0	0	0	1	0	0
72.9039	2.0142	dirty:bathe::thirst:drink	None	thirst:drink	1	None	3	None	8	0	0	0	0	1	0
75.5628	2.0971	dirty:bathe::thirst:drink	dirty:bathe	thirst:drink	1	3	3	8	8	['l']	a	1	0	0	1
78.6864	2.0140	happiness:smile::accept:reject	happiness:smile	None	None	3	None	8	None	0	0	0	1	0	0
