Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0370	2.0061	tall:short::repetition:boredom	tall:short	None	None	2	None	4	None	0	0	0	1	0	0
5.6085	2.0025	tall:short::repetition:boredom	None	repetition:boredom	0	None	3	None	7	0	0	0	0	1	0
9.9049	0.6652	tall:short::repetition:boredom	tall:short	repetition:boredom	0	2	3	4	7	['a']	a	2	0	0	1
11.6018	2.0116	lower:volume::flee:escape	lower:volume	None	None	1	None	3	None	0	0	0	1	0	0
14.2435	2.0119	lower:volume::flee:escape	None	flee:escape	0	None	3	None	9	0	0	0	0	1	0
16.8261	1.5900	lower:volume::flee:escape	lower:volume	flee:escape	0	1	3	3	9	['a']	a	2	0	0	1
19.4338	2.0078	raise:elevate::cute:adorable	raise:elevate	None	None	1	None	1	None	0	0	0	1	0	0
22.2763	2.0105	raise:elevate::cute:adorable	None	cute:adorable	1	None	1	None	1	0	0	0	0	1	0
24.8364	0.5860	raise:elevate::cute:adorable	raise:elevate	cute:adorable	1	1	1	1	1	['l']	l	2	0	0	1
26.4487	2.0107	speak:express::ignite:burn	speak:express	None	None	3	None	9	None	0	0	0	1	0	0
29.3668	1.9972	speak:express::ignite:burn	None	ignite:burn	1	None	3	None	9	0	0	0	0	1	0
32.5735	0.4329	speak:express::ignite:burn	speak:express	ignite:burn	1	3	3	9	9	['a']	a	1	0	0	1
34.0407	2.0134	book:magazine::ladder:stairs	book:magazine	None	None	1	None	2	None	0	0	0	1	0	0
37.0249	2.0025	book:magazine::ladder:stairs	None	ladder:stairs	1	None	1	None	2	0	0	0	0	1	0
39.8123	0.5994	book:magazine::ladder:stairs	book:magazine	ladder:stairs	1	1	1	2	2	['l']	l	2	0	0	1
41.4387	2.0114	illness:discomfort::explosion:damage	illness:discomfort	None	None	3	None	7	None	0	0	0	1	0	0
44.3945	2.0101	illness:discomfort::explosion:damage	None	explosion:damage	1	None	3	None	7	0	0	0	0	1	0
47.6576	0.4957	illness:discomfort::explosion:damage	illness:discomfort	explosion:damage	1	3	3	7	7	['a']	a	1	0	0	1
49.1712	2.0006	fun:boring::smiling:sad	fun:boring	None	None	2	None	6	None	0	0	0	1	0	0
51.7190	1.9903	fun:boring::smiling:sad	None	smiling:sad	1	None	2	None	6	0	0	0	0	1	0
54.7122	0.6232	fun:boring::smiling:sad	fun:boring	smiling:sad	1	2	2	6	6	['l']	l	2	0	0	1
56.3671	2.0053	heat:sweat::boat:ship	heat:sweat	None	None	3	None	8	None	0	0	0	1	0	0
59.0291	2.0004	heat:sweat::boat:ship	None	boat:ship	0	None	1	None	1	0	0	0	0	1	0
62.3909	0.6756	heat:sweat::boat:ship	heat:sweat	boat:ship	0	3	1	8	1	['l']	l	1	0	0	1
64.0931	2.0129	below:above::dirtiness:bathe	below:above	None	None	2	None	5	None	0	0	0	1	0	0
66.6649	2.0134	below:above::dirtiness:bathe	None	dirtiness:bathe	0	None	3	None	8	0	0	0	0	1	0
69.6038	2.0762	below:above::dirtiness:bathe	below:above	dirtiness:bathe	0	2	3	5	8	['l']	l	1	0	0	1
72.7131	2.0031	heat:temperature::loud:discreet	heat:temperature	None	None	1	None	3	None	0	0	0	1	0	0
75.5465	2.0110	heat:temperature::loud:discreet	None	loud:discreet	0	None	2	None	6	0	0	0	0	1	0
79.5764	0.6808	heat:temperature::loud:discreet	heat:temperature	loud:discreet	0	1	2	3	6	['l']	l	1	0	0	1
81.2785	2.0147	left:right::in:out	left:right	None	None	2	None	5	None	0	0	0	1	0	0
84.6986	1.9911	left:right::in:out	None	in:out	1	None	2	None	5	0	0	0	0	1	0
