Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0270	2.0098	house:tent::book:magazine	house:tent	None	None	1	None	2	None	0	0	0	1	0	0
5.8756	2.0025	house:tent::book:magazine	None	book:magazine	1	None	1	None	2	0	0	0	0	1	0
8.4332	0.5399	house:tent::book:magazine	house:tent	book:magazine	1	1	1	2	2	['a']	a	1	0	0	1
10.0063	2.0016	fat:thin::dirty:bathe	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0
12.7295	2.0134	fat:thin::dirty:bathe	None	dirty:bathe	0	None	3	None	8	0	0	0	0	1	0
15.9554	0.9854	fat:thin::dirty:bathe	fat:thin	dirty:bathe	0	2	3	4	8	['a']	l	1	0	0	1
17.9805	2.0101	top:bottom::pants:trousers	top:bottom	None	None	2	None	5	None	0	0	0	1	0	0
20.9644	2.0111	top:bottom::pants:trousers	None	pants:trousers	0	None	1	None	1	0	0	0	0	1	0
24.2192	0.8113	top:bottom::pants:trousers	top:bottom	pants:trousers	0	2	1	5	1	['a']	a	2	0	0	1
26.0604	2.0070	sickness:medicate::raise:elevate	sickness:medicate	None	None	3	None	8	None	0	0	0	1	0	0
30.0738	2.0102	sickness:medicate::raise:elevate	None	raise:elevate	0	None	1	None	1	0	0	0	0	1	0
32.6495	0.8246	sickness:medicate::raise:elevate	sickness:medicate	raise:elevate	0	3	1	8	1	['a']	a	2	0	0	1
34.4919	2.0125	fast:slow::heat:sweat	fast:slow	None	None	2	None	4	None	0	0	0	1	0	0
37.9474	2.0031	fast:slow::heat:sweat	None	heat:sweat	0	None	3	None	8	0	0	0	0	1	0
40.4861	1.6086	fast:slow::heat:sweat	fast:slow	heat:sweat	0	2	3	4	8	['l']	l	1	0	0	1
43.1239	2.0152	ahead:behind::bath:cleanliness	ahead:behind	None	None	2	None	5	None	0	0	0	1	0	0
46.4851	2.0138	ahead:behind::bath:cleanliness	None	bath:cleanliness	0	None	3	None	7	0	0	0	0	1	0
49.3919	1.0639	ahead:behind::bath:cleanliness	ahead:behind	bath:cleanliness	0	2	3	5	7	['l']	l	1	0	0	1
51.4841	2.0000	smiling:sad::high:down	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0
54.7976	2.0151	smiling:sad::high:down	None	high:down	1	None	2	None	6	0	0	0	0	1	0
58.0815	1.0765	smiling:sad::high:down	smiling:sad	high:down	1	2	2	6	6	['l']	l	2	0	0	1
60.1767	1.9982	old:young::rich:poor	old:young	None	None	2	None	4	None	0	0	0	1	0	0
62.7373	1.9926	old:young::rich:poor	None	rich:poor	1	None	2	None	4	0	0	0	0	1	0
65.9049	0.9407	old:young::rich:poor	old:young	rich:poor	1	2	2	4	4	['l']	l	2	0	0	1
67.8732	2.0148	pillow:cushion::pretty:ugly	pillow:cushion	None	None	1	None	2	None	0	0	0	1	0	0
70.5134	1.9962	pillow:cushion::pretty:ugly	None	pretty:ugly	0	None	2	None	4	0	0	0	0	1	0
73.1698	1.6699	pillow:cushion::pretty:ugly	pillow:cushion	pretty:ugly	0	1	2	2	4	['l']	l	1	0	0	1
75.8698	1.9952	spin:twirl::bright:dull	spin:twirl	None	None	1	None	1	None	0	0	0	1	0	0
78.4124	2.0154	spin:twirl::bright:dull	None	bright:dull	0	None	2	None	6	0	0	0	0	1	0
81.0238	0.7305	spin:twirl::bright:dull	spin:twirl	bright:dull	0	1	2	1	6	['l']	l	1	0	0	1
82.7731	2.0147	wagon:trailer::picture:drawing	wagon:trailer	None	None	1	None	2	None	0	0	0	1	0	0
85.6024	2.0141	wagon:trailer::picture:drawing	None	picture:drawing	1	None	1	None	2	0	0	0	0	1	0
89.1824	0.7012	wagon:trailer::picture:drawing	wagon:trailer	picture:drawing	1	1	1	2	2	['l']	l	2	0	0	1
90.9077	2.0128	force:pressure::acceleration:speed	force:pressure	None	None	1	None	3	None	0	0	0	1	0	0
93.7365	2.0128	force:pressure::acceleration:speed	None	acceleration:speed	1	None	1	None	3	0	0	0	0	1	0
96.6111	0.5867	force:pressure::acceleration:speed	force:pressure	acceleration:speed	1	1	1	3	3	['a']	a	1	0	0	1
98.2115	2.0109	just:unfair::injury:pain	just:unfair	None	None	2	None	6	None	0	0	0	1	0	0
100.9727	1.9933	just:unfair::injury:pain	None	injury:pain	0	None	3	None	7	0	0	0	0	1	0
103.6560	0.9375	just:unfair::injury:pain	just:unfair	injury:pain	0	2	3	6	7	['l']	l	1	0	0	1
105.6238	2.0150	option:choice::careful:cautious	option:choice	None	None	1	None	1	None	0	0	0	1	0	0
108.3138	2.0130	option:choice::careful:cautious	None	careful:cautious	1	None	1	None	1	0	0	0	0	1	0
111.0953	1.3167	option:choice::careful:cautious	option:choice	careful:cautious	1	1	1	1	1	['l']	l	2	0	0	1
113.4385	2.0142	inflation:price::hunger:eat	inflation:price	None	None	1	None	3	None	0	0	0	1	0	0
116.0310	2.0001	inflation:price::hunger:eat	None	hunger:eat	0	None	3	None	8	0	0	0	0	1	0
119.8039	1.0874	inflation:price::hunger:eat	inflation:price	hunger:eat	0	1	3	3	8	['l']	a	2	0	0	1
121.9123	2.0137	germs:sickness::illness:discomfort	germs:sickness	None	None	3	None	7	None	0	0	0	1	0	0
124.6168	2.0134	germs:sickness::illness:discomfort	None	illness:discomfort	1	None	3	None	7	0	0	0	0	1	0
127.5097	1.2223	germs:sickness::illness:discomfort	germs:sickness	illness:discomfort	1	3	3	7	7	['l']	l	2	0	0	1
129.7560	2.0180	flee:escape::read:learn	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0
132.4616	2.0013	flee:escape::read:learn	None	read:learn	1	None	3	None	9	0	0	0	0	1	0
