Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0199	2.0122	wash:clean::careful:cautious	wash:clean	None	None	3	None	9	None	0	0	0	1	0	0
6.1067	2.0097	wash:clean::careful:cautious	None	careful:cautious	0	None	1	None	1	0	0	0	0	1	0
9.2687	0.7066	wash:clean::careful:cautious	wash:clean	careful:cautious	0	3	1	9	1	['l']	a	2	0	0	1
11.0112	2.0124	pretty:beautiful::car:auto	pretty:beautiful	None	None	1	None	1	None	0	0	0	1	0	0
14.4314	2.0162	pretty:beautiful::car:auto	None	car:auto	1	None	1	None	1	0	0	0	0	1	0
17.6423	0.4402	pretty:beautiful::car:auto	pretty:beautiful	car:auto	1	1	1	1	1	['a']	a	1	0	0	1
19.1153	2.0093	smiling:sad::illness:discomfort	smiling:sad	None	None	2	None	6	None	0	0	0	1	0	0
24.2691	2.0133	smiling:sad::illness:discomfort	None	illness:discomfort	0	None	3	None	7	0	0	0	0	1	0
27.4434	0.6738	smiling:sad::illness:discomfort	smiling:sad	illness:discomfort	0	2	3	6	7	['a']	a	2	0	0	1
29.1445	2.0139	explosion:damage::book:magazine	explosion:damage	None	None	3	None	7	None	0	0	0	1	0	0
31.8539	2.0085	explosion:damage::book:magazine	None	book:magazine	0	None	1	None	2	0	0	0	0	1	0
34.5340	0.8162	explosion:damage::book:magazine	explosion:damage	book:magazine	0	3	1	7	2	['a']	l	1	0	0	1
36.3797	1.9996	interior:exterior::start:finish	interior:exterior	None	None	2	None	5	None	0	0	0	1	0	0
39.2174	1.9963	interior:exterior::start:finish	None	start:finish	1	None	2	None	5	0	0	0	0	1	0
42.0966	0.6375	interior:exterior::start:finish	interior:exterior	start:finish	1	2	2	5	5	['a']	a	1	0	0	1
43.7519	2.0152	house:tent::tall:short	house:tent	None	None	1	None	2	None	0	0	0	1	0	0
46.4704	2.0020	house:tent::tall:short	None	tall:short	0	None	2	None	4	0	0	0	0	1	0
49.7099	1.3614	house:tent::tall:short	house:tent	tall:short	0	1	2	2	4	['a']	a	2	0	0	1
52.1040	2.0099	nervousness:sweat::dirty:bathe	nervousness:sweat	None	None	3	None	8	None	0	0	0	1	0	0
54.9533	2.0088	nervousness:sweat::dirty:bathe	None	dirty:bathe	1	None	3	None	8	0	0	0	0	1	0
58.1526	1.7928	nervousness:sweat::dirty:bathe	nervousness:sweat	dirty:bathe	1	3	3	8	8	['l']	l	2	0	0	1
60.9765	2.0152	loss:grief::accident:damage	loss:grief	None	None	3	None	7	None	0	0	0	1	0	0
63.7123	2.0143	loss:grief::accident:damage	None	accident:damage	1	None	3	None	7	0	0	0	0	1	0
67.3402	0.5686	loss:grief::accident:damage	loss:grief	accident:damage	1	3	3	7	7	['a']	a	1	0	0	1
68.9282	2.0145	make:manufacture::difficult:easy	make:manufacture	None	None	1	None	1	None	0	0	0	1	0	0
71.7890	2.0108	make:manufacture::difficult:easy	None	difficult:easy	0	None	2	None	4	0	0	0	0	1	0
74.6942	0.9868	make:manufacture::difficult:easy	make:manufacture	difficult:easy	0	1	2	1	4	['l']	l	1	0	0	1
76.7071	2.0003	old:young::dark:light	old:young	None	None	2	None	4	None	0	0	0	1	0	0
79.9615	2.0005	old:young::dark:light	None	dark:light	1	None	2	None	4	0	0	0	0	1	0
82.8710	0.3855	old:young::dark:light	old:young	dark:light	1	2	2	4	4	['a']	a	1	0	0	1
84.2746	2.0009	fat:thin::kid:child	fat:thin	None	None	2	None	4	None	0	0	0	1	0	0
87.1353	2.0007	fat:thin::kid:child	None	kid:child	0	None	1	None	1	0	0	0	0	1	0
90.6706	0.6419	fat:thin::kid:child	fat:thin	kid:child	0	2	1	4	1	['a']	a	2	0	0	1
92.3417	2.0142	heater:warmth::bath:cleanliness	heater:warmth	None	None	3	None	7	None	0	0	0	1	0	0
95.9524	2.0159	heater:warmth::bath:cleanliness	None	bath:cleanliness	1	None	3	None	7	0	0	0	0	1	0
98.6430	0.6311	heater:warmth::bath:cleanliness	heater:warmth	bath:cleanliness	1	3	3	7	7	['l']	l	2	0	0	1
100.3015	2.0154	powerful:meek::fun:boring	powerful:meek	None	None	2	None	6	None	0	0	0	1	0	0
103.2231	1.9997	powerful:meek::fun:boring	None	fun:boring	1	None	2	None	6	0	0	0	0	1	0
106.5695	1.1170	powerful:meek::fun:boring	powerful:meek	fun:boring	1	2	2	6	6	['l']	l	2	0	0	1
108.7086	2.0155	ahead:behind::breathe:live	ahead:behind	None	None	2	None	5	None	0	0	0	1	0	0
111.6317	2.0173	ahead:behind::breathe:live	None	breathe:live	0	None	3	None	9	0	0	0	0	1	0
114.5743	0.6963	ahead:behind::breathe:live	ahead:behind	breathe:live	0	2	3	5	9	['l']	l	1	0	0	1
116.2914	2.0148	cute:adorable::raise:elevate	cute:adorable	None	None	1	None	1	None	0	0	0	1	0	0
119.6351	2.0122	cute:adorable::raise:elevate	None	raise:elevate	1	None	1	None	1	0	0	0	0	1	0
122.5875	0.4742	cute:adorable::raise:elevate	cute:adorable	raise:elevate	1	1	1	1	1	['a']	a	1	0	0	1
124.0868	2.0150	thirst:drink::funny:serious	thirst:drink	None	None	3	None	8	None	0	0	0	1	0	0
127.5879	2.0152	thirst:drink::funny:serious	None	funny:serious	0	None	2	None	6	0	0	0	0	1	0
130.7623	0.6848	thirst:drink::funny:serious	thirst:drink	funny:serious	0	3	2	8	6	['l']	l	1	0	0	1
132.4579	2.0148	sadness:cry::hot:cold	sadness:cry	None	None	3	None	8	None	0	0	0	1	0	0
135.0521	2.0151	sadness:cry::hot:cold	None	hot:cold	0	None	2	None	4	0	0	0	0	1	0
137.7263	0.5338	sadness:cry::hot:cold	sadness:cry	hot:cold	0	3	2	8	4	['l']	l	1	0	0	1
139.2776	2.0103	just:unfair::heat:temperature	just:unfair	None	None	2	None	6	None	0	0	0	1	0	0
142.2125	2.0137	just:unfair::heat:temperature	None	heat:temperature	0	None	1	None	3	0	0	0	0	1	0
144.7603	1.6191	just:unfair::heat:temperature	just:unfair	heat:temperature	0	2	1	6	3	['l']	l	1	0	0	1
147.3988	2.0011	good:bad::shorten:distance	good:bad	None	None	2	None	4	None	0	0	0	1	0	0
150.5750	2.0093	good:bad::shorten:distance	None	shorten:distance	0	None	1	None	3	0	0	0	0	1	0
153.6333	0.6731	good:bad::shorten:distance	good:bad	shorten:distance	0	2	1	4	3	['l']	l	1	0	0	1
155.3352	2.0158	sword:knife::workout:sweat	sword:knife	None	None	1	None	2	None	0	0	0	1	0	0
158.2127	2.0024	sword:knife::workout:sweat	None	workout:sweat	0	None	3	None	7	0	0	0	0	1	0
160.8905	2.8271	sword:knife::workout:sweat	sword:knife	workout:sweat	0	1	3	2	7	['a']	a	2	0	0	1
164.7426	2.0110	darken:color::terror:fear	darken:color	None	None	1	None	3	None	0	0	0	1	0	0
167.4101	2.0143	darken:color::terror:fear	None	terror:fear	1	None	1	None	3	0	0	0	0	1	0
170.1926	2.7468	darken:color::terror:fear	darken:color	terror:fear	1	1	1	3	3	['l']	a	1	0	0	1
173.9685	2.0094	forward:backward::climb:descend	forward:backward	None	None	2	None	5	None	0	0	0	1	0	0
177.0107	2.0100	forward:backward::climb:descend	None	climb:descend	1	None	2	None	5	0	0	0	0	1	0
180.4459	1.7069	forward:backward::climb:descend	forward:backward	climb:descend	1	2	2	5	5	['l']	l	2	0	0	1
183.1776	2.0007	work:earn::speak:express	work:earn	None	None	3	None	9	None	0	0	0	1	0	0
185.8054	2.0163	work:earn::speak:express	None	speak:express	1	None	3	None	9	0	0	0	0	1	0
188.7311	0.9084	work:earn::speak:express	work:earn	speak:express	1	3	3	9	9	['l']	l	2	0	0	1
190.6688	2.0020	enthusiastic:lazy::bright:dull	enthusiastic:lazy	None	None	2	None	6	None	0	0	0	1	0	0
193.6870	2.0158	enthusiastic:lazy::bright:dull	None	bright:dull	1	None	2	None	6	0	0	0	0	1	0
196.7078	0.7603	enthusiastic:lazy::bright:dull	enthusiastic:lazy	bright:dull	1	2	2	6	6	['l']	l	2	0	0	1
198.4867	2.0084	wagon:trailer::stairs:ladder	wagon:trailer	None	None	1	None	2	None	0	0	0	1	0	0
202.0871	2.0153	wagon:trailer::stairs:ladder	None	stairs:ladder	1	None	1	None	2	0	0	0	0	1	0
204.8241	0.5707	wagon:trailer::stairs:ladder	wagon:trailer	stairs:ladder	1	1	1	2	2	['a']	a	1	0	0	1
206.4282	2.0131	paper:parchment::shovel:spoon	paper:parchment	None	None	1	None	2	None	0	0	0	1	0	0
209.5054	2.0085	paper:parchment::shovel:spoon	None	shovel:spoon	1	None	1	None	2	0	0	0	0	1	0
212.1584	1.3755	paper:parchment::shovel:spoon	paper:parchment	shovel:spoon	1	1	1	2	2	['l']	l	2	0	0	1
214.5662	2.0124	big:small::dirty:clean	big:small	None	None	2	None	4	None	0	0	0	1	0	0
217.5349	2.0009	big:small::dirty:clean	None	dirty:clean	1	None	2	None	4	0	0	0	0	1	0
220.4761	2.1978	big:small::dirty:clean	big:small	dirty:clean	1	2	2	4	4	['a']	a	1	0	0	1
223.6964	2.0138	flee:escape::soften:voice	flee:escape	None	None	3	None	9	None	0	0	0	1	0	0
226.3047	2.0114	flee:escape::soften:voice	None	soften:voice	0	None	1	None	3	0	0	0	0	1	0
229.1951	1.1248	flee:escape::soften:voice	flee:escape	soften:voice	0	3	1	9	3	['l']	a	2	0	0	1
231.3404	2.0151	germs:sickness::acceleration:speed	germs:sickness	None	None	3	None	7	None	0	0	0	1	0	0
234.2337	2.0100	germs:sickness::acceleration:speed	None	acceleration:speed	0	None	1	None	3	0	0	0	0	1	0
