Onset	Duration	TrialTag	ABTag	CDTag	Match	ABMainRel	CDMainRel	ABSubRel	CDSubRel	ProbeResp	ProbeCorr	ProbeArr	AB	CD	Probe
3.0382	2.0076	climb:descend::work:earn	climb:descend	None	None	2	None	5	None	0	0	0	1	0	0
6.4112	1.9985	climb:descend::work:earn	None	work:earn	0	None	3	None	9	0	0	0	0	1	0
8.9975	0.6291	climb:descend::work:earn	climb:descend	work:earn	0	2	3	5	9	['l']	l	1	0	0	1
10.6567	2.0115	funny:serious::fright:scream	funny:serious	None	None	2	None	6	None	0	0	0	1	0	0
13.6693	2.0149	funny:serious::fright:scream	None	fright:scream	0	None	3	None	8	0	0	0	0	1	0
16.3269	0.6403	funny:serious::fright:scream	funny:serious	fright:scream	0	2	3	6	8	['l']	l	1	0	0	1
18.0006	2.0124	dirty:clean::thirsty:drink	dirty:clean	None	None	2	None	4	None	0	0	0	1	0	0
20.8319	2.0095	dirty:clean::thirsty:drink	None	thirsty:drink	0	None	3	None	8	0	0	0	0	1	0
25.0943	0.6442	dirty:clean::thirsty:drink	dirty:clean	thirsty:drink	0	2	3	4	8	['a']	l	1	0	0	1
26.7718	1.9965	loneliness:socialize::nervousness:sweat	loneliness:socialize	None	None	3	None	8	None	0	0	0	1	0	0
29.3051	2.0103	loneliness:socialize::nervousness:sweat	None	nervousness:sweat	1	None	3	None	8	0	0	0	0	1	0
31.8865	1.2270	loneliness:socialize::nervousness:sweat	loneliness:socialize	nervousness:sweat	1	3	3	8	8	['a']	l	2	0	0	1
34.1448	2.0130	rake:fork::house:tent	rake:fork	None	None	1	None	2	None	0	0	0	1	0	0
37.0344	1.9954	rake:fork::house:tent	None	house:tent	1	None	1	None	2	0	0	0	0	1	0
40.4226	0.8105	rake:fork::house:tent	rake:fork	house:tent	1	1	1	2	2	['a']	a	1	0	0	1
42.2543	2.0012	anger:yell::smiling:sad	anger:yell	None	None	3	None	8	None	0	0	0	1	0	0
44.9590	2.0060	anger:yell::smiling:sad	None	smiling:sad	0	None	2	None	6	0	0	0	0	1	0
48.1873	0.8750	anger:yell::smiling:sad	anger:yell	smiling:sad	0	3	2	8	6	['l']	a	2	0	0	1
50.0948	2.0119	heat:temperature::ignite:burn	heat:temperature	None	None	1	None	3	None	0	0	0	1	0	0
52.7481	2.0003	heat:temperature::ignite:burn	None	ignite:burn	0	None	3	None	9	0	0	0	0	1	0
55.3340	1.4131	heat:temperature::ignite:burn	heat:temperature	ignite:burn	0	1	3	3	9	['a']	l	1	0	0	1
57.7695	2.0140	accident:damage::make:manufacture	accident:damage	None	None	3	None	7	None	0	0	0	1	0	0
60.3949	2.0141	accident:damage::make:manufacture	None	make:manufacture	0	None	1	None	1	0	0	0	0	1	0
63.0366	1.8563	accident:damage::make:manufacture	accident:damage	make:manufacture	0	3	1	7	1	['a']	l	1	0	0	1
65.9103	2.0036	north:south::ahead:behind	north:south	None	None	2	None	5	None	0	0	0	1	0	0
68.4929	1.9997	north:south::ahead:behind	None	ahead:behind	1	None	2	None	5	0	0	0	0	1	0
71.0137	1.0086	north:south::ahead:behind	north:south	ahead:behind	1	2	2	5	5	['a']	a	1	0	0	1
73.0446	2.0152	shovel:spoon::tiredness:rest	shovel:spoon	None	None	1	None	2	None	0	0	0	1	0	0
75.9212	2.0115	shovel:spoon::tiredness:rest	None	tiredness:rest	0	None	3	None	8	0	0	0	0	1	0
78.7485	2.3580	shovel:spoon::tiredness:rest	shovel:spoon	tiredness:rest	0	1	3	2	8	['l']	a	2	0	0	1
82.1371	2.0159	car:auto::rise:sink	car:auto	None	None	1	None	1	None	0	0	0	1	0	0
84.9346	2.0005	car:auto::rise:sink	None	rise:sink	0	None	2	None	5	0	0	0	0	1	0
87.9252	0.8037	car:auto::rise:sink	car:auto	rise:sink	0	1	2	1	5	['l']	l	1	0	0	1
89.7522	2.0154	soften:voice::darken:color	soften:voice	None	None	1	None	3	None	0	0	0	1	0	0
92.8326	2.0142	soften:voice::darken:color	None	darken:color	1	None	1	None	3	0	0	0	0	1	0
95.9933	0.7980	soften:voice::darken:color	soften:voice	darken:color	1	1	1	3	3	['l']	l	2	0	0	1
97.8260	2.0115	injury:pain::death:population	injury:pain	None	None	3	None	7	None	0	0	0	1	0	0
101.3241	2.0139	injury:pain::death:population	None	death:population	0	None	1	None	3	0	0	0	0	1	0
104.0937	0.6143	injury:pain::death:population	injury:pain	death:population	0	3	1	7	3	['l']	a	2	0	0	1
105.7204	2.0037	lower:volume::discount:price	lower:volume	None	None	1	None	3	None	0	0	0	1	0	0
108.3034	2.0149	lower:volume::discount:price	None	discount:price	1	None	1	None	3	0	0	0	0	1	0
111.1396	0.8456	lower:volume::discount:price	lower:volume	discount:price	1	1	1	3	3	['l']	l	2	0	0	1
